data_set_num,interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
1,0.05,1,1,1,"[6.596308685036832, 0.011549699053333234, 0.01205634028524136]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
2,0.05,1,1,1,"[6.5963086850368295, 0.011549699053333232, 0.01205634028524136]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
3,0.05,1,1,1,"[6.59630868503683, 0.01154969905333323, 0.01205634028524136]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
4,0.05,1,1,1,"[6.596308685036836, 0.01154969905333324, 0.012056340285241359]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
5,0.05,1,1,1,"[6.596308685036831, 0.011549699053333232, 0.012056340285241362]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
6,0.05,1,1,1,"[6.596308685036835, 0.011549699053333239, 0.01205634028524136]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
7,0.05,1,1,1,"[6.5963086850368295, 0.011549699053333232, 0.01205634028524136]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
8,0.05,1,1,1,"[6.596308685036831, 0.011549699053333234, 0.012056340285241359]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
9,0.05,1,1,1,"[6.596308685036832, 0.011549699053333234, 0.01205634028524136]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
10,0.05,1,1,1,"[6.596308685036832, 0.011549699053333234, 0.01205634028524136]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
1,0.05,2,4,4,"[6.597851310514783, 0.011549614494807426, 0.012091733942123147]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
2,0.05,2,4,4,"[6.597851310514758, 0.011549614494807384, 0.012091733942123168]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
3,0.05,2,4,4,"[6.597851310514824, 0.011549614494807483, 0.012091733942123132]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
4,0.05,2,4,4,"[6.597851310514792, 0.011549614494807434, 0.012091733942123142]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
5,0.05,2,4,4,"[6.59785131051478, 0.011549614494807417, 0.012091733942123135]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
6,0.05,2,4,4,"[6.597851310514793, 0.011549614494807434, 0.012091733942123144]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
7,0.05,2,4,4,"[6.597851310514749, 0.01154961449480737, 0.012091733942123168]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
8,0.05,2,4,4,"[6.597851310514785, 0.011549614494807422, 0.012091733942123147]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
9,0.05,2,4,4,"[6.597851310514812, 0.011549614494807467, 0.01209173394212314]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
10,0.05,2,4,4,"[6.597851310514782, 0.01154961449480742, 0.012091733942123158]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
1,0.05,3,9,1,"[6.598011326241033, 0.01155002234192742, 0.012089943398392563]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
2,0.05,3,9,1,"[6.598011326240995, 0.011550022341927355, 0.012089943398392622]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
3,0.05,3,9,1,"[6.59801132624099, 0.011550022341927358, 0.012089943398392589]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
4,0.05,3,9,1,"[6.598011326240999, 0.011550022341927365, 0.0120899433983926]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
5,0.05,3,9,1,"[6.598011326241032, 0.011550022341927419, 0.012089943398392545]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
6,0.05,3,9,1,"[6.598011326240999, 0.011550022341927365, 0.0120899433983926]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
7,0.05,3,9,1,"[6.598011326240999, 0.011550022341927365, 0.0120899433983926]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
8,0.05,3,9,1,"[6.598011326240999, 0.011550022341927365, 0.0120899433983926]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
9,0.05,3,9,1,"[6.5980113262410285, 0.01155002234192741, 0.012089943398392568]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
10,0.05,3,9,1,"[6.598011326241053, 0.011550022341927438, 0.012089943398392632]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
1,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
2,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
3,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
4,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
5,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
6,0.05,4,16,4,"[6.597999550947926, 0.011549999188073333, 0.012090001488175387]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
7,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
8,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
9,0.05,4,16,4,"[6.597999550948067, 0.011549999188073548, 0.012090001488175439]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
10,0.05,4,16,4,"[6.5979995509478915, 0.011549999188073283, 0.012090001488175432]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
1,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
2,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
3,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
4,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
5,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
6,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
7,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
8,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
9,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
10,0.05,5,25,1,"[6.5980000126537774, 0.011550000021953952, 0.012089999967442077]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
1,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
2,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
3,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
4,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
5,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
6,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
7,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
8,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
9,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
10,0.05,6,36,4,"[6.597999999709442, 0.011549999999509406, 0.012090000000614406]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
1,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
2,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
3,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
4,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
5,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
6,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
7,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
8,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
9,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
10,0.05,7,49,1,"[6.598000000007384, 0.011550000000012035, 0.012089999999986988]","[6.476071647142685, 0.011767277251241067, 0.011243813382728273, 0.004715849906473073, 0.2011880208428853, 0.0075818892741911425]","[250.0, 5.0, 100.0]"
1,0.1,1,1,1,"[6.588264374226047, 0.01153299005159225, 0.01208102099264239]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
2,0.1,1,1,1,"[6.588264374226045, 0.011532990051592246, 0.01208102099264239]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
3,0.1,1,1,1,"[6.588264374226046, 0.011532990051592246, 0.01208102099264239]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
4,0.1,1,1,1,"[6.588264374226045, 0.011532990051592246, 0.01208102099264239]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
5,0.1,1,1,1,"[6.588264374226049, 0.011532990051592251, 0.012081020992642388]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
6,0.1,1,1,1,"[6.588264374226046, 0.011532990051592244, 0.01208102099264239]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
7,0.1,1,1,1,"[6.588264374226048, 0.01153299005159225, 0.012081020992642388]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
8,0.1,1,1,1,"[6.588264374226046, 0.011532990051592248, 0.012081020992642388]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
9,0.1,1,1,1,"[6.58826437422605, 0.011532990051592251, 0.012081020992642388]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
10,0.1,1,1,1,"[6.588264374226046, 0.011532990051592246, 0.01208102099264239]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
1,0.1,2,4,4,"[6.5984872882395855, 0.011550732287439908, 0.012090273289854705]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
2,0.1,2,4,4,"[6.598487288239574, 0.01155073228743989, 0.012090273289854708]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
3,0.1,2,4,4,"[6.59848728823958, 0.0115507322874399, 0.012090273289854713]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
4,0.1,2,4,4,"[6.598487288239587, 0.011550732287439918, 0.0120902732898547]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
5,0.1,2,4,4,"[6.598487288239564, 0.01155073228743988, 0.012090273289854713]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
6,0.1,2,4,4,"[6.598487288239554, 0.011550732287439863, 0.012090273289854719]","[6.506308918396468, 0.013182056693639121, 0.012245277145679644, 0.004500118679337919, 0.2180156042738398, 0.007320514231850657]","[250.0, 5.0, 100.0]"
